Undergraduate_GPA,Relevant_DataScience_Experience ,Apply_Year,GRE_Score,IELTS_Overall,TOEFL_Overall,DataScience_Skill_Confidence,Admit_label,Degree_seeking_Type_PHD,Highest_degree_Masters,Highest_degree_Other_three_year_degree,Country_Canada,Country_Europe,Country_India,Country_United States,Uploaded_Statement_of_Purpose_Status_Y,Uploaded_Resume_Status_Y,Gender_M
3,3.1356491211372175,2022,321,6,90,2,0,False,True,False,False,True,False,False,False,True,True
3,4.107152073668125,2020,324,7,100,6,1,False,True,False,False,False,False,True,False,False,False
3,6.476698166476423,2021,324,9,100,4,0,True,False,False,False,True,False,False,True,False,True
3,4.429161743993879,2022,307,6,100,5,1,True,False,False,False,True,False,False,False,True,False
3,6.773239308018353,2020,316,7,100,7,0,True,False,True,False,False,False,True,False,False,False
3,4.148414048551822,2020,324,7,90,9,1,False,True,False,False,False,False,True,False,False,False
3,4.830778921450172,2022,304,7,90,7,1,True,False,False,False,False,True,False,True,False,False
3,3.499065939943918,2020,302,7,90,6,1,False,False,False,False,False,False,True,False,False,True
3,6.584764642365069,2022,323,7,90,0,1,False,False,True,False,False,False,True,True,False,True
3,7.390617650917221,2021,323,7,100,0,1,True,False,True,False,False,False,True,True,False,True
3,5.113157904985165,2022,324,8,100,5,1,False,False,True,False,False,False,False,False,True,True
3,6.566259593383231,2021,317,6,100,8,0,False,False,False,False,False,False,True,True,True,True
3,0.47202667199280235,2020,309,9,100,7,0,False,False,False,False,False,False,True,False,True,True
3,7.2488940115732605,2022,303,5,100,0,0,True,False,True,False,False,False,True,False,False,False
3,1.5114005347129966,2020,309,9,100,7,1,True,True,False,False,False,True,False,True,False,False
3,2.0521634186064635,2022,317,8,100,4,1,True,False,True,False,True,False,False,False,True,True
3,0.4266405456539699,2020,312,8,90,1,1,False,False,True,False,False,False,True,False,True,True
3,7.723200935792472,2021,321,7,100,6,0,False,False,True,False,False,False,True,False,False,True
3,6.816086795907011,2022,316,8,90,1,1,True,False,True,False,False,True,False,True,False,False
3,7.3054768327286705,2020,313,9,100,3,1,False,False,False,False,True,False,False,True,False,False
3,6.77772934208012,2022,318,8,100,3,1,True,True,False,False,False,True,False,True,False,False
3,3.836244421770311,2022,317,9,100,4,1,True,False,True,True,False,False,False,False,False,True
3,7.392655472726108,2021,322,7,100,5,1,True,True,False,True,False,False,False,False,False,True
3,7.755782563417506,2020,307,7,90,1,1,True,True,False,True,False,False,False,True,True,False
3,4.02053581431518,2022,317,8,90,7,0,False,True,False,False,False,False,True,True,True,True
3,1.4049982506307055,2022,315,5,90,8,0,False,False,True,False,False,True,False,False,False,True
3,5.268980071704755,2022,324,7,100,2,0,False,False,False,False,False,False,True,True,True,False
3,7.803506318828565,2022,310,6,90,6,0,True,False,True,True,False,False,False,False,True,True
3,6.977174878871,2022,316,6,90,3,0,False,True,False,False,True,False,False,True,False,False
3,6.89452140916726,2020,317,7,100,9,1,True,True,False,False,True,False,False,False,True,False
3,7.470544134458256,2022,318,8,90,3,1,True,False,False,False,False,True,False,False,False,False
3,7.1516180844203765,2022,317,7,100,0,1,True,False,True,False,True,False,False,False,False,True
3,6.210253312146343,2022,313,8,90,4,1,False,True,False,True,False,False,False,True,True,False
3,5.746182657294618,2020,316,9,90,5,1,True,False,False,False,False,True,False,False,True,True
3,2.1181373899580347,2022,307,5,100,4,0,False,True,False,False,False,True,False,True,True,True
3,4.970720171427594,2022,314,5,90,5,0,False,False,False,True,False,False,False,False,False,True
3,4.171908973647116,2021,316,9,100,2,1,False,False,False,True,False,False,False,False,False,True
3,6.895552732647929,2021,320,9,90,1,1,False,False,True,True,False,False,False,False,False,True
3,3.933700587920576,2022,310,9,90,4,0,False,True,False,True,False,False,False,True,False,False
3,1.0219421083415128,2022,305,5,100,5,1,False,False,True,False,False,True,False,False,True,True
3,0.03977988257879339,2021,322,7,90,9,1,False,True,False,False,True,False,False,True,True,False
3,5.422984963749322,2020,318,6,100,5,1,False,False,True,True,False,False,False,False,True,True
3,4.399267097017292,2020,315,8,100,4,0,True,True,False,False,False,False,False,False,False,True
3,2.6477032348675866,2021,311,6,90,1,1,True,False,True,False,False,True,False,True,False,False
3,1.3517772003031228,2022,314,8,100,0,1,False,False,False,False,False,False,True,True,True,True
3,3.733722579231217,2021,310,5,90,9,0,False,True,False,False,True,False,False,False,False,False
3,0.8022917798312452,2020,306,7,90,5,0,False,True,False,False,False,True,False,True,False,True
3,2.688867913769145,2021,323,6,100,0,1,False,False,False,True,False,False,False,False,True,False
3,3.033695249885075,2020,309,9,100,0,0,False,False,True,False,False,False,False,True,True,False
3,3.724949558703697,2022,318,9,100,5,0,True,True,False,False,False,False,True,False,False,True
3,3.7329660107107747,2022,304,9,90,0,1,False,True,False,False,True,False,False,True,False,False
3,2.056045147794218,2022,316,6,90,1,0,False,False,True,True,False,False,False,True,True,True
3,6.801687852815901,2020,324,7,100,0,1,False,False,False,False,False,True,False,True,False,False
3,2.8443480500539646,2021,323,7,90,6,1,True,False,True,False,False,True,False,True,True,False
3,1.8366984711401306,2022,318,9,100,3,0,True,False,True,False,True,False,False,False,True,True
3,1.4064790672847218,2020,303,6,100,3,0,False,False,True,False,False,False,False,True,True,False
3,2.5806271560266847,2022,300,9,90,3,1,True,True,False,True,False,False,False,True,False,True
3,0.5404230638202749,2021,313,8,90,4,1,True,False,False,False,True,False,False,True,True,True
3,0.2632601838477733,2022,316,8,100,8,1,True,False,False,False,True,False,False,False,True,True
3,4.841137574422942,2020,313,6,90,4,0,True,False,True,False,False,True,False,False,True,True
3,4.95317708839352,2020,305,8,90,9,1,True,True,False,False,True,False,False,True,True,False
3,4.236705621106317,2022,321,5,90,1,1,True,False,True,False,False,False,True,False,False,False
3,6.098281561853795,2022,324,5,100,7,0,True,True,False,False,False,False,True,False,True,False
3,0.31320435421662385,2020,304,5,100,7,0,True,True,False,True,False,False,False,True,True,False
3,7.487784865675741,2022,302,8,100,8,0,False,True,False,False,True,False,False,False,True,True
3,0.7605209860564841,2022,321,7,90,3,1,False,True,False,False,False,True,False,True,False,False
3,5.392183955148749,2022,323,5,90,2,0,True,False,False,True,False,False,False,True,False,False
3,1.0671727115264744,2021,314,9,100,9,0,True,True,False,False,False,False,False,False,True,False
3,7.039243466462339,2021,306,7,90,5,0,False,True,False,False,False,True,False,False,True,True
3,4.08570629556025,2021,310,6,90,0,1,False,False,True,False,False,False,False,True,True,False
3,0.6583483281438083,2022,309,8,100,5,0,True,False,True,True,False,False,False,True,True,False
3,4.933792901600588,2020,313,9,90,4,0,False,False,False,False,False,False,True,True,False,False
3,0.07287955105761323,2022,302,6,90,0,1,True,False,True,False,False,True,False,False,True,True
3,6.208177427521957,2022,313,8,90,5,1,False,True,False,False,False,True,False,False,False,False
3,5.204679893168987,2021,316,8,100,2,0,True,False,True,True,False,False,False,False,True,False
3,1.7009979949080583,2020,303,9,100,7,0,False,False,False,False,False,True,False,False,False,False
3,2.9980073294087495,2021,305,8,100,2,1,True,False,True,False,False,True,False,True,False,True
3,0.062453555911122116,2020,319,8,90,2,0,False,False,True,True,False,False,False,False,False,True
3,5.54947051976964,2022,304,8,90,6,1,False,False,False,False,True,False,False,False,False,True
3,2.581345100077754,2022,309,7,90,0,1,True,False,False,True,False,False,False,False,False,True
3,4.572711322373753,2022,306,5,90,9,1,True,True,False,False,False,True,False,True,False,True
3,7.653821023315703,2020,314,9,90,9,0,False,False,True,True,False,False,False,False,True,True
3,2.39573370358068,2021,320,7,90,7,1,False,True,False,False,False,True,False,True,False,True
3,7.921903072698546,2021,320,9,90,3,0,True,False,True,False,False,False,False,False,False,False
3,5.061827088060531,2021,317,7,90,4,1,False,False,True,False,False,False,False,True,True,True
3,1.9367093302840397,2020,300,8,90,4,1,False,True,False,False,False,False,True,True,False,False
3,3.494223064170062,2020,303,8,90,3,0,False,False,True,True,False,False,False,True,True,True
3,5.923624979068718,2022,310,7,90,0,1,False,False,True,True,False,False,False,True,False,True
3,3.57182326146465,2021,309,8,90,2,1,False,False,True,False,False,False,False,False,False,False
3,0.5480605387324191,2020,312,5,90,7,1,True,False,False,False,False,False,False,False,False,True
3,1.3488292910603388,2021,323,9,100,1,0,False,True,False,False,False,False,False,False,True,True
3,6.330381966271564,2021,318,8,100,7,1,False,False,False,False,False,False,True,True,False,True
3,5.186984605744491,2020,321,6,100,3,1,True,True,False,False,False,False,True,True,False,True
3,4.55860381865707,2020,309,7,100,8,1,True,True,False,False,True,False,False,True,True,False
3,1.3409757660432104,2022,317,7,90,7,0,True,False,True,True,False,False,False,True,False,True
3,6.702059562802715,2022,308,8,100,7,1,True,True,False,False,False,False,True,False,False,True
3,7.685920876690001,2022,308,7,100,3,1,True,False,False,False,False,True,False,False,False,False
3,0.32709677992535635,2021,319,6,100,1,0,False,False,False,True,False,False,False,True,True,False
3,0.6242549652308425,2021,311,7,90,7,0,False,False,False,False,True,False,False,False,False,True
3,7.077796026516518,2022,323,6,100,6,1,False,True,False,False,False,False,False,True,False,True
3,6.524418032257026,2021,313,7,90,1,1,True,False,False,False,True,False,False,False,False,True
3,4.943475644090349,2021,301,7,100,6,0,True,True,False,True,False,False,False,False,False,False
3,7.559721671889103,2021,309,6,90,0,0,True,False,False,False,False,False,False,True,True,False
3,5.171444623936026,2021,317,9,100,5,1,False,False,False,False,True,False,False,False,False,False
3,1.7278822058360266,2020,305,5,90,6,1,False,True,False,False,True,False,False,True,False,False
3,5.8291385897352015,2020,301,6,100,1,0,False,False,False,True,False,False,False,False,True,True
3,5.165682757965098,2022,316,5,90,1,1,False,False,True,False,False,False,True,True,False,False
3,7.885957616080235,2022,317,7,100,7,1,False,True,False,False,False,True,False,True,True,False
3,1.711165890998334,2021,317,9,100,1,0,False,True,False,False,True,False,False,True,True,True
3,4.783079490900792,2021,320,6,100,9,1,True,True,False,False,False,True,False,False,True,True
3,6.24134017780098,2020,313,9,90,1,1,False,False,True,True,False,False,False,False,True,True
3,2.7118647147053663,2021,321,6,90,4,0,False,True,False,True,False,False,False,True,False,False
3,3.0374366647859015,2021,310,8,90,3,0,False,False,False,False,False,False,True,True,False,True
3,7.103214706626566,2022,318,6,90,0,1,False,False,False,False,False,False,False,False,False,True
3,3.2335590368710507,2021,315,5,100,7,1,False,False,False,False,False,True,False,True,False,False
3,4.997862815164916,2020,307,8,90,3,1,True,True,False,False,True,False,False,True,True,False
3,7.1139051002146045,2021,317,7,100,8,0,False,False,False,False,False,False,False,False,False,False
3,1.6786126647244908,2021,302,6,90,1,0,False,True,False,False,False,True,False,True,True,True
3,7.855018370820846,2021,303,5,100,1,0,True,False,False,False,False,True,False,True,False,True
3,5.615628271762606,2021,320,7,90,5,1,True,False,True,False,False,False,False,True,False,False
3,3.9689735531315584,2021,304,5,90,1,1,False,False,True,False,False,False,False,False,True,True
3,3.4473645148079815,2020,321,7,90,1,1,False,False,True,False,False,False,True,False,False,True
3,7.634916924412036,2022,303,6,100,5,1,False,False,True,False,True,False,False,True,False,False
3,1.645798620237331,2021,306,9,100,5,0,False,True,False,False,True,False,False,True,True,True
3,2.4934660547676906,2022,323,7,100,7,0,False,False,False,False,True,False,False,False,False,True
3,2.462342044383398,2022,319,9,100,9,1,True,False,True,False,False,False,False,True,False,False
3,2.3120506778757077,2020,324,7,90,0,1,True,True,False,False,False,False,True,True,False,True
3,3.7483043617255136,2022,305,9,100,0,1,False,False,True,True,False,False,False,True,True,False
3,7.9134338661426655,2021,323,6,100,6,1,False,False,True,False,False,False,True,False,False,True
3,7.110294133729739,2021,324,5,90,8,1,True,True,False,False,False,False,False,False,True,True
3,2.623596546571889,2021,316,6,90,6,0,True,True,False,False,False,False,True,False,True,True
3,3.3829609258411013,2021,313,7,100,3,0,False,False,False,False,False,False,False,True,False,True
3,5.355845971087451,2020,304,8,100,8,0,False,False,False,False,False,True,False,True,False,True
3,0.13721344557291282,2022,314,5,90,5,1,False,False,True,False,False,True,False,False,True,True
3,6.561229269485183,2020,322,9,90,9,0,False,False,True,True,False,False,False,True,False,False
3,7.038384458495356,2022,309,5,100,0,0,False,False,False,False,False,True,False,False,False,True
3,6.857602674596272,2020,301,5,100,5,1,False,False,False,True,False,False,False,True,True,True
3,3.0004350950842893,2020,311,6,100,9,0,True,True,False,False,True,False,False,False,False,False
3,3.695996058913665,2020,310,7,90,5,1,True,False,False,False,False,False,False,False,False,False
3,0.09910657523004662,2021,306,6,90,0,0,True,False,False,False,True,False,False,False,True,True
3,3.1951627843484065,2021,306,7,100,7,1,True,False,True,False,True,False,False,True,True,False
3,3.683414578932812,2020,318,8,90,4,0,False,False,False,True,False,False,False,True,False,False
3,7.255794344547829,2022,324,6,90,3,0,True,False,True,False,False,False,False,False,False,False
3,7.151901390057979,2022,306,8,100,9,1,True,False,False,True,False,False,False,True,True,False
3,7.728776512703276,2021,313,7,90,0,1,False,True,False,False,False,False,True,False,False,False
3,7.080839880724163,2020,311,5,90,4,1,True,False,False,False,True,False,False,False,True,False
3,0.06560567542116491,2021,309,8,100,0,1,False,False,False,False,False,False,False,False,False,True
3,5.131686818657758,2021,304,8,100,2,1,False,False,False,False,True,False,False,False,False,False
3,0.5459014648243263,2021,322,7,100,9,0,True,False,True,False,False,False,True,True,True,True
3,2.180754291039883,2020,306,7,90,0,1,True,True,False,False,False,False,True,False,False,True
3,4.626461035764643,2020,305,6,90,9,0,True,False,False,False,False,False,False,True,True,False
3,5.604910547260311,2021,319,6,90,2,0,False,False,True,False,False,False,False,False,False,True
3,5.237056207336762,2020,323,7,100,1,1,True,True,False,False,False,False,True,False,False,True
3,0.3924669392691458,2022,301,8,100,3,1,False,False,True,False,True,False,False,False,True,False
3,0.8288309565564163,2022,312,9,90,6,1,True,False,True,False,False,True,False,False,True,False
3,1.028694503450187,2021,315,6,90,0,1,False,True,False,False,True,False,False,False,True,False
3,0.7313150141575289,2022,307,7,100,6,1,True,False,False,False,False,True,False,False,True,False
3,1.425875386154578,2021,312,9,100,5,0,True,False,True,True,False,False,False,False,False,True
3,5.507902330492475,2021,313,9,100,3,0,False,False,True,False,False,False,False,True,True,False
3,6.646698009273223,2021,304,9,100,8,1,True,False,False,False,False,False,True,True,True,False
3,3.2705111205872823,2020,322,9,90,6,1,True,False,False,True,False,False,False,True,True,True
3,5.542252051426749,2020,302,5,100,9,0,False,True,False,False,True,False,False,True,True,True
3,1.600130090126612,2020,313,6,90,9,0,True,True,False,False,False,True,False,True,False,False
3,7.786241213067265,2020,322,9,90,4,1,True,True,False,False,False,False,False,False,True,True
3,2.7999801828609465,2021,324,9,100,1,0,False,False,False,False,False,True,False,False,True,False
3,6.7669352496386805,2020,322,7,90,0,1,True,False,True,False,True,False,False,True,False,False
3,7.562930981035096,2022,312,7,100,1,0,False,False,True,False,True,False,False,False,False,True
3,6.917711703002418,2022,316,5,100,8,0,True,True,False,False,False,False,True,False,True,False
3,0.5365412123223114,2020,308,9,100,1,1,True,False,False,True,False,False,False,False,False,False
3,5.202457258458049,2022,306,5,90,4,1,False,False,True,False,False,False,False,True,False,False
3,0.9607256525724095,2022,317,7,100,7,1,True,True,False,False,False,False,True,True,True,False
3,0.045304004206373705,2020,320,6,90,7,1,False,False,True,False,False,True,False,True,True,False
3,0.41426755154453954,2021,310,8,90,8,1,False,False,True,True,False,False,False,False,True,True
3,7.329193571576458,2021,315,8,100,3,1,True,False,False,False,False,False,False,True,True,True
3,7.26770811408315,2021,317,5,90,9,0,False,False,False,False,False,True,False,False,True,False
3,1.8065951021122704,2020,306,7,100,6,0,True,False,True,False,False,False,False,False,False,False
3,4.37648971838901,2021,324,8,100,8,1,False,True,False,False,False,False,False,False,True,True
3,7.6402260981274095,2021,303,9,90,6,0,True,False,False,True,False,False,False,False,False,False
3,3.9736490375741003,2022,318,6,90,0,1,True,False,True,False,False,True,False,False,False,True
3,3.1486225611660634,2021,321,7,90,5,1,False,False,False,False,False,False,True,True,False,False
3,3.8659895523569965,2020,323,5,100,1,1,True,False,False,False,False,False,True,True,True,False
3,6.321726092415553,2021,323,7,100,6,1,True,False,False,False,False,False,True,True,False,True
3,3.8182210602658824,2022,323,6,100,8,0,True,False,True,False,False,False,False,False,True,False
3,6.266221450258956,2022,320,7,90,6,1,False,True,False,False,True,False,False,True,True,False
3,3.4535795651274634,2022,310,5,100,7,0,True,True,False,True,False,False,False,True,True,False
3,2.0160453696910627,2022,312,9,90,1,1,True,True,False,False,False,False,True,False,False,True
3,2.611781838548965,2021,305,7,90,9,0,False,False,False,True,False,False,False,True,False,False
3,0.6225877170973275,2022,312,5,100,4,1,True,False,True,False,False,False,False,False,False,True
3,3.979049155274211,2022,301,9,100,9,1,False,False,False,True,False,False,False,False,True,True
3,1.184887399112184,2022,321,8,100,0,1,False,True,False,False,False,False,True,False,False,False
3,6.492376050677863,2021,313,7,90,2,0,True,True,False,False,False,False,True,False,False,False
3,3.3647245932551533,2020,312,9,90,0,1,False,False,True,False,False,False,False,True,True,True
3,6.120018591933785,2022,304,8,100,1,1,True,False,False,False,False,False,False,True,True,False
3,7.635683420309068,2022,302,7,90,3,1,True,True,False,False,False,True,False,False,True,False
3,6.795823597705888,2022,323,7,90,5,0,True,False,True,False,False,False,False,True,False,False
3,7.6117094379665575,2021,303,6,100,0,1,False,False,False,False,True,False,False,True,True,True
3,4.543492214965842,2021,313,7,100,8,0,False,False,False,False,True,False,False,False,False,False
3,1.322595471844335,2022,317,7,90,0,1,True,True,False,False,False,False,True,False,True,True
3,7.483167633469605,2020,310,9,100,7,1,True,True,False,False,False,False,False,False,False,True
3,6.948035124774167,2022,318,5,90,0,0,False,False,False,False,True,False,False,True,False,True
3,6.915303928535428,2020,301,6,100,0,1,True,False,False,False,True,False,False,True,False,True
3,5.546195419269748,2020,301,7,100,7,1,False,True,False,False,False,True,False,False,False,False
3,4.999330097488635,2021,302,9,100,1,0,False,False,False,False,False,False,False,False,True,True
3,0.11779113489065196,2021,322,9,100,0,1,True,True,False,False,False,True,False,False,False,False
3,5.98443255270493,2021,315,5,90,6,0,True,False,False,True,False,False,False,True,False,True
3,0.7322809398624459,2020,300,8,100,0,1,True,True,False,False,False,True,False,False,True,True
3,2.0780074888206066,2020,309,7,100,3,0,False,False,True,True,False,False,False,True,True,True
3,4.411922362810695,2020,305,8,90,9,1,False,True,False,True,False,False,False,False,True,False
3,3.613860679008333,2021,316,5,100,9,0,False,True,False,False,False,False,False,True,False,False
3,0.1261951181715677,2021,318,9,90,8,0,False,False,True,True,False,False,False,True,False,True
3,6.591880467613699,2021,311,8,90,9,0,True,False,False,True,False,False,False,False,True,True
3,7.030407664687411,2022,319,5,100,2,1,False,False,True,False,False,True,False,True,True,True
3,5.454983547974135,2020,315,8,90,5,1,True,True,False,False,False,False,False,True,True,True
3,4.328542869254579,2020,323,9,90,9,1,False,False,False,False,False,False,False,True,False,True
3,7.685902711195771,2022,301,7,100,8,0,False,False,True,True,False,False,False,False,False,False
3,0.9596496619855355,2020,314,6,100,3,0,True,False,False,False,False,True,False,True,True,False
3,5.903280429319913,2020,322,9,90,2,1,False,False,False,False,False,True,False,True,False,True
3,1.0268849031615828,2022,318,8,90,4,0,True,False,True,False,False,True,False,True,False,False
3,3.0547583913873257,2020,300,7,90,6,0,False,False,False,False,False,True,False,False,True,False
3,4.68387607336783,2021,305,6,100,4,1,True,False,True,False,False,False,True,False,False,True
3,5.896701524034818,2022,317,5,90,3,1,False,True,False,True,False,False,False,False,False,False
3,0.029728802175871927,2020,318,7,100,0,0,False,False,False,True,False,False,False,True,True,False
3,2.0847830909742093,2021,321,9,100,5,0,True,True,False,True,False,False,False,False,True,False
3,4.305603131278563,2020,302,8,90,3,0,True,True,False,False,False,False,False,False,True,False
3,4.262989433292056,2022,304,6,100,5,1,True,False,False,False,False,False,False,False,True,True
3,5.101011479570112,2021,302,7,90,5,0,False,False,True,False,False,True,False,False,True,True
3,2.4308286469457796,2020,306,6,90,3,1,False,False,False,False,False,False,False,True,False,False
3,4.3242340087114854,2022,306,6,100,7,1,False,True,False,False,True,False,False,False,False,False
3,1.5182942194766111,2020,300,7,90,3,0,False,True,False,True,False,False,False,False,False,True
3,1.4949777152276438,2020,321,8,100,4,0,False,False,True,True,False,False,False,False,True,True
3,4.612511707380855,2021,312,5,100,4,0,False,False,False,False,False,False,True,False,True,False
3,5.483780680362728,2020,312,7,90,1,0,True,True,False,False,False,False,True,True,False,False
3,0.9631997334503035,2022,314,5,90,7,1,False,True,False,False,True,False,False,True,False,True
3,0.9823192152337867,2022,318,6,100,7,1,False,True,False,False,False,False,True,False,True,True
3,4.522421531683603,2021,306,6,100,9,1,True,False,True,False,False,True,False,True,True,True
3,2.1607660182691646,2021,316,8,90,7,1,True,True,False,False,False,True,False,True,False,False
3,3.1391928179289152,2020,309,7,100,0,1,True,True,False,True,False,False,False,False,False,True
3,3.205987581180623,2022,318,7,100,6,0,True,False,False,False,False,True,False,True,False,True
3,1.428422874279331,2021,317,9,100,2,0,True,False,False,False,False,False,True,False,True,False
3,0.010517067445011463,2020,307,8,90,0,1,False,True,False,False,True,False,False,True,False,True
3,6.825214479752058,2020,307,7,100,4,0,False,True,False,False,False,True,False,False,False,False
3,5.720015751181506,2022,308,6,90,3,0,True,False,False,True,False,False,False,True,True,False
3,5.524308464924524,2022,312,8,90,6,0,True,False,True,True,False,False,False,True,False,True
3,4.3720411049065575,2020,324,9,90,0,1,False,False,True,False,False,False,True,False,True,True
3,5.6077572366249635,2022,312,9,100,0,0,True,False,True,False,False,True,False,True,False,False
3,7.485507020381006,2020,301,6,100,7,1,False,False,True,False,False,False,True,False,True,True
3,5.325389889834329,2020,306,7,100,3,1,False,False,True,True,False,False,False,True,True,False
3,2.1207312154195996,2022,306,6,90,8,0,True,False,True,False,True,False,False,False,True,False
3,4.564480413927184,2021,319,9,100,9,1,False,False,True,False,False,True,False,True,True,True
3,3.538595226929681,2020,321,8,90,9,1,False,False,True,False,True,False,False,True,True,True
3,4.451353048897196,2022,300,7,100,4,0,False,False,False,False,False,True,False,True,False,False
3,4.1408838193026005,2020,313,6,100,5,1,False,False,True,True,False,False,False,True,True,False
3,6.870202281827719,2020,305,7,90,1,1,True,False,True,False,False,True,False,True,False,False
3,5.214400827048537,2020,312,8,100,2,1,True,False,True,True,False,False,False,False,True,True
3,1.5100678234728315,2022,300,9,90,6,0,True,True,False,False,False,False,False,False,False,False
3,0.5041342310029666,2022,320,6,100,6,0,True,False,False,True,False,False,False,False,False,True
3,3.3949103094507755,2022,319,9,90,5,0,True,False,False,True,False,False,False,False,False,True
3,0.12488497806183396,2021,321,6,100,3,0,False,False,False,False,False,True,False,True,True,False
3,2.5463790866666853,2020,320,7,100,9,1,False,False,True,False,True,False,False,False,False,True
3,2.944171755513805,2021,320,5,90,3,0,False,False,True,True,False,False,False,False,False,True
3,3.0047109920793913,2020,302,6,100,7,0,False,True,False,False,False,True,False,True,True,True
3,7.834800194591142,2022,314,6,90,8,0,True,False,False,True,False,False,False,False,False,False
3,2.431207015779746,2020,317,9,100,7,0,True,False,True,False,False,False,True,True,False,True
3,2.12181996302897,2020,322,5,90,7,1,False,False,False,False,False,False,True,False,True,True
3,1.0350474485403298,2020,309,5,100,4,1,True,True,False,False,False,False,True,True,True,True
3,4.088070685460902,2021,314,5,100,1,1,False,True,False,False,False,False,True,True,True,True
3,1.2293944497089653,2022,307,5,100,9,0,False,True,False,False,True,False,False,True,True,False
3,4.930357701846276,2022,304,8,100,1,1,True,False,False,True,False,False,False,False,False,True
3,1.2412782315067963,2020,308,7,100,1,1,True,False,True,False,False,False,True,True,False,True
3,4.613386542073609,2022,300,6,100,5,1,True,False,True,False,False,True,False,False,True,False
3,6.61015391339701,2021,318,7,90,9,0,False,True,False,False,False,False,True,True,False,True
3,0.3401970681527411,2021,307,7,100,4,1,True,False,True,False,False,False,False,True,False,False
3,3.357975799345647,2022,304,7,100,3,1,False,True,False,False,False,False,False,True,True,True
3,3.688391737750684,2021,317,7,100,3,1,True,False,False,False,True,False,False,True,False,True
3,6.328577147824899,2021,308,8,90,7,0,False,True,False,False,False,False,False,True,False,True
3,3.7433250555643536,2022,300,9,100,9,0,True,False,False,False,False,True,False,True,True,True
3,4.5402862916505615,2022,318,8,90,1,0,False,True,False,False,False,False,True,False,False,False
3,6.329634028704569,2020,313,6,90,4,0,False,False,True,False,False,False,False,True,True,True
3,4.478067943434326,2020,313,5,90,6,1,True,False,True,False,False,False,False,True,False,False
3,2.866395308156659,2021,303,9,90,6,0,False,True,False,False,True,False,False,False,False,True
3,0.6867382209646582,2022,306,6,90,7,1,True,False,True,False,False,False,False,False,True,True
3,5.839325036100621,2021,319,5,100,2,1,True,False,True,False,False,False,True,True,False,True
3,6.969105201297241,2022,310,8,100,1,0,True,False,True,True,False,False,False,True,True,True
3,7.760516296161312,2021,301,7,90,7,1,False,False,False,False,False,False,True,True,True,False
3,7.412799046172546,2021,317,6,100,8,1,True,False,True,False,False,False,False,True,True,True
3,6.37934327066599,2021,309,7,100,0,0,False,False,False,False,False,False,False,False,False,False
3,5.1477754579658255,2020,300,7,100,8,1,True,True,False,False,False,False,False,False,False,False
3,6.251681166645107,2022,322,7,100,7,0,True,False,True,False,True,False,False,False,True,True
3,3.4566697028165434,2021,313,9,100,6,1,False,False,True,False,False,True,False,False,True,True
3,4.75820971832668,2020,324,5,90,7,0,False,False,True,False,False,False,True,False,True,False
3,2.7895984731134815,2021,309,7,90,2,1,True,True,False,False,False,False,False,True,False,True
3,2.613673719843062,2021,317,6,90,1,1,False,False,False,True,False,False,False,False,True,False
3,6.05353418620827,2022,306,9,90,3,1,True,False,False,False,True,False,False,True,False,True
3,3.6314622584284937,2021,323,5,100,6,0,False,False,True,False,False,True,False,False,True,True
3,1.6972901034482337,2022,318,6,100,1,0,False,True,False,False,False,False,False,False,False,True
3,1.615505295534927,2020,303,9,90,6,0,True,True,False,False,False,False,True,True,False,False
3,6.873378892559469,2020,313,9,90,6,0,False,True,False,True,False,False,False,True,False,True
3,5.422083954901369,2021,308,5,100,9,1,True,True,False,False,True,False,False,True,False,True
3,4.368368586864927,2020,303,7,90,8,0,True,True,False,False,False,False,True,True,False,True
3,3.2075098879708754,2022,305,6,100,2,1,False,False,False,False,False,False,True,True,False,False
3,3.446539126297006,2022,323,8,90,8,0,True,False,False,False,True,False,False,True,True,True
3,0.45948155355955045,2020,301,7,100,6,0,False,False,False,False,False,False,True,False,True,False
3,3.639281158942742,2022,300,8,100,7,0,False,False,True,True,False,False,False,False,True,True
3,6.363639284976655,2022,322,6,90,2,1,True,True,False,True,False,False,False,False,False,False
3,3.1038918407625786,2021,316,8,90,4,1,False,False,True,False,False,False,True,False,False,True
3,3.0686500203460634,2021,303,8,100,6,1,True,True,False,False,False,False,False,False,False,True
3,0.1257326641543024,2022,304,5,90,7,0,True,False,False,False,False,False,True,False,True,True
3,3.662682100464549,2020,317,5,90,5,0,False,False,True,False,False,False,False,False,False,False
3,0.20270122358373488,2022,312,5,100,5,1,False,False,False,False,False,False,True,False,True,False
3,4.562795424070089,2021,319,8,90,4,1,True,True,False,False,False,True,False,True,True,True
3,4.0542670526585125,2020,310,8,90,3,0,True,True,False,True,False,False,False,False,True,True
3,6.720067991391991,2022,322,9,100,6,1,True,True,False,False,False,False,True,False,False,False
3,4.65424488740577,2020,319,9,90,9,1,False,False,False,True,False,False,False,True,True,True
3,2.587418842577722,2020,300,5,100,4,0,False,True,False,False,True,False,False,True,True,True
3,4.129848075335313,2020,311,9,100,7,1,True,False,False,False,False,True,False,False,False,False
3,5.59765084599935,2022,312,7,100,0,1,False,False,True,False,False,False,False,True,True,False
3,0.7517103632830624,2021,303,9,100,7,1,True,True,False,False,True,False,False,True,True,True
3,4.96859270776347,2020,311,9,100,4,0,False,True,False,False,False,True,False,True,True,False
